molecule_id,canonical_smiles_sha256,in_old7316,in_external2698,in_final673,in_legacy3371,allowed_for_new_training,forbidden_reason
D138_A5,5badc076c0e44b80c13dde2c76795cbe674965eb2081bde9cca76e5467c4148f,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D138_A6,97d86ef50b868027055b906fa81aefb5757b6d8579aa2267602bd5c25b251da8,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D138_A7,00e86a161a8120ff9da59822a07f3ce162c993b72d9092af7de01de1e505425f,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D138_A8,6a09289d54f65982f37abaa771d15cef3cc30bebc2a99eaf1d2b30601b5b8013,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D138_A9,bdb0aa70709080645ce7d0903fed9c13f5ffd88cb79d8e2d7b8afcc88e77be68,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D139_A12,1d998362e84dde9e35677a005218eb2b16e06fdba09d5662d611f2b12c207b68,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D139_A13,115e930db200cc0457cbbeb94b65757fc78e0f13cc2bc68cf81e881879f1491b,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D139_A14,115e930db200cc0457cbbeb94b65757fc78e0f13cc2bc68cf81e881879f1491b,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D139_A19,24400f78ba0735b4c92b13725efc888c0f53f6fc32d9cc61a292511b497c26a6,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D139_A2,435c251b91502020dae4e6447851c8b65cbe804c1ea21a734d21343ece0c76eb,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D139_A22,746423643baa636f90be22f1c26c56e53c7daa6fe0939e0e48145dd66921a4f6,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D139_A23,488793a075d33e9f6185fd718b3f5d47692df6e1b48ef3ac936915aa649373d1,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D139_A24,06c8411cb95fb5d1503035bb0c50ec28d3c4e5c8c96955e2312cbbab996423d6,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D139_A332,07ad29ee9df7f81e3b93ba14680d675a01fdb203d9e05e3270f5a872ec1776c2,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D139_A334,b77c96caf8a8f3ce854cab5f2c75e5f28295448e721f9577f467085a11eed408,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D139_A339,b3bd3cc20d6f75212e2750f50781f26500a849868a7aafb8f89ede603334c3a3,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D139_A34,de1e2346e8bea96adff94ecdcb1b3444c0a899c88d538c511de7e9ce02e5ceca,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D139_A340,266720cc19a65da981870b08caad2166691e1b1ed10af43ae6d31c26624947d4,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D139_A341,c1f197488fa70ca12386462278810349dd693000c3768dc41cd5609b4d393058,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D139_A347,9384789ee7e8c6eb59f443784cb5e63fafd711657e87d808a5991932c74dd721,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D139_A348,d47de850b713cb28e8bbf8d1591deb2b1db729ceee8786b07a9fbbeb6104b1e2,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D139_A349,82206595440414e05abbf659bb3475ba98278a368ed0ed059551ae98c8cf5af3,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D139_A355,33f1b50470feda0384a4061d90a085fbebd81573eaebc45df12d81dc5856e131,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D139_A356,b5ba425b5167ce2785caf4015ad16f098339078d520b8d3d5d00145c645a476c,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D139_A357,6ccfc0a2e35f682114853f1a219c4fa15ec7a4df6d6ed90a345b5542b90deab2,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D139_A359,f67f01e06cde3b6369e3e1720e812966ddea469968fa90d65cd2a9a291ad25d3,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D139_A360,ad7721702a4e6de422599d062166b4b8e5b765d9b1b1646e6f09ad98c3e9f279,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D139_A361,79541fd998566f8f8cbe8e4361ab151d6b535694ffb3535630b667e4856dc03a,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D139_A362,d05f81cf7c2c8c33da1628856a4b1d0b98ea43ec844ef30303caac17ee17a581,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D139_A363,7f19b0d22e073db5d3eb4bdff191d47d4dd428c587ca0257af37748b13d147bb,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D139_A364,1b7c6770437a6cad5b54bee4209f995395b71e080e50ec20c69eadabbe89f2d5,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D139_A365,8af87323e4cfee1c8f475946a099e3ed753f45ad3793ba9c8e3e51bb3e08d65e,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D139_A369,44c68ef644dc87ed6f2a6185ccbd9d726c608befb6fe5e2d44f733ca8002d2a3,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D139_A370,05d2b0b87d388f335044f1957ca5419f515a7fcedc5fef3193bed38394aff479,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D139_A371,3ae0213854875f5df5445cde53214e70603bbff9525ae8128e036ec657038f67,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D139_A372,1384ce80cb579029fc1f4f4812196beb89f5a4d5d692794440f11ec23f4edb16,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D139_A373,fdccc1614d767727bee94394cde6ed2cbc9bb5697a663a77c0f531344ac8f941,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D139_A374,98126d25e6a260eabf0779f9a55c4c9d0666074defd41c46ff7ea6f217b6b6e6,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D139_A375,733d2a4a70d00e680d88f0222d4f05d510537066c4ce9d326b930db81fb8889b,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D139_A376,a3f5a75082f959f8c5f60b6858f680f19369e92dd1b354c536c203652962a599,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D139_A378,f6f7058ace8da5bb77bdf8ff715c607bdf72e17ba534f4762adfebbe172c7b28,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D139_A379,aae02b09f87b45c76271e8047e55af65ca126f818c038f754cd1edd6ff85afb4,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D139_A38,7f9cfa09f563748dc3326e15e8e7bf90bb2507aadbd9339c110818cb2c0eade4,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D139_A39,55b7f7c70b75f22bb3b240413c0aa6c6b26f32edbd563d7a27dddb5159cb0d8f,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D139_A43,ef1b231a5aa91eb8a89fffc97b770b0cbdb0ee364046fa1c3f9b99f975472ab7,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D139_A5,b8a90fefcbf4987bb6d2e31a18cb4b8bcfdfa38fa3a50be04dd802a8ba20d075,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D139_A8,79501bd4a128ba93cdd90f28118021f44e17014abf4a7d9b35f91edc924bfa15,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A100,69d4dea1624f44f8dc6cae13f31e2239b2650b6681f436a1de1d334bb016f16a,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A102,3588abd700ef09e45986ea221781e7b86b603771022f82a3e773e37b22c2adbe,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A103,c78e6a2ffab90570c4ec643b6c1164e7d3549541887a959cad49ce945a211042,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A104,5d248a80d0b56723a018fdb20047e062c5b3a59c6603798a7dff51eddf32152f,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A105,63fc94de11001e3dae14bb3f906bbe932d5ba50982dd2cc479cf1ae418f59a3e,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A109,a26a31ba43483eaafc6bdc4bb825fa03aef3932ccd675820ab4db07ad810cbae,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A110,ac69589dd18f28ce7f7f08e5b27c42fd59b09137e84abef6611597da799031bc,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A111,9b4c2218d80f5fe7f7a16171996cd13d863ba4c1c5e17455a283c3c248c81c61,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A112,2359e9d6dd6429a3af50b449d1eee0c15c88224daaf32ebd74f263ee8443d89a,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A113,5aaf94532fd894806a9579c5b2f4f608fc064d52cfc4bf16511b7d501d1f294d,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A114,ea13789d61ee13602f30d0f866ab2204976fa09346be4c260d0437e7e8dd8b26,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A115,67a330cae48dc1bbffb0d550291f8a100d1c529f44938e07991c578538721735,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A116,3dd6fe5b2abb9ed08ec991d6103ddd91f8f6ac712677c7b4cc3a0caa03cca100,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A117,613c02eae1f77d49754bef428b117776db59b203d20de122fb7fbd2662b30d42,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A119,8a9dd54c5869e09e46fd01cdc5b9aa076a55bd4fc5725e4478d6974e7bcf5015,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A120,8a151043e03d5cb916fdc6122de7f59b26967e26b4d015b8b3442c0103fad218,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A121,edf5996f0a203a763418438f70fb390a268e77e1b3301c6824a4b68bac31e55a,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A122,495e7be43b2ba012146ca12a6425c542d888964917b4cef0cd522269d50e50b9,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A123,cdaa8342700d5e652c635e14f18a6c7ac7c25d0b1916c342ea0a51f1899c8515,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A125,c9c1ab882aea804902dadd7bc2ff2d9733e852e8d0aab38749f1599edb7f2e2f,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A127,9953991be40959e284141968ef0e52086b8c5e7eee63ee95bf15df032dacc39a,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A129,b04f971f47dc1ceeb65d14d906dadcdee3ab91bc0d017c75be6bb3e52bbaa814,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A134,27a7f6d2c45906a29eca566e955cc0c8bb16f89d60042f12454f42e3a6bcc8d7,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A138,535cbc0522a970fb8d938efe4e84051e08a8002f775318867fbd4978fa24fffd,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A139,b1d5e5250b277c07180625c0e42a35ff936413c6621988e0bf812f62751331fb,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A146,95345b840bd7d83192b842476c51765bc47010d29efe42844c52d7afbc662e5f,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A147,37d7edda5ff77d5000d012f95e731b85b33f10e0cd5cebc93be9c9de83d5f9fd,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A148,ff7dd4fc9f6514ac4c4f5d8c451ee65c34de55855e35f32ed7296efbc51faad8,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A149,a94980370f9fcdb0a216487447a40cbf50054d90d0a9fd569a75e105203f6d9f,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A151,024d472bbb32fee64aa54eb290f0e1aab6cdd08c368702a80224794033555c68,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A153,73001d9e3461003de2bc311710af54b62b4eb351eccbf1a63f477fcb7a642730,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A154,7d5644248601a6682b9eece7bb5cff064b9bba805f3f2d60f223c826004934ec,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A156,10c355e2147e566597b98b92572e4269375ee6854f00f6260014242cf0a96fc3,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A157,826486d10aa6d2041dbec7ddd814c87675e8a1e608a1b373a2bbd6c07a462999,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A159,652f74e6b1010a8bd35fac538d280a5fa8cd1cfecd74d2c5cd1b5fd3518691e2,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A162,e26059ac7c117b394c3a224747441bfa12523e153648ec813986d976a034d860,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A163,3f4d6e4d5300f155043bfbb13e0fb06aaf7029c62ed82c625ba1776ec344cdfe,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A164,57df59d18757ea0a2379afdc9b610b5df9771ac165aec8bb25d133381b72a7d0,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A165,6f294bbfb3ee890a732d16354695ea6ff723dee53117fb44b2f5fa3973b402b5,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A167,a5834facc36a3fb8878e8e935375b6f0a54f6a8be2975763afe8fd11a32c6361,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A168,eacf785db6ade5c5c89b03b1e5a35163bac31a77d3d801501a4dcfbf4232e79d,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A170,8d302dedf77cef0d09e9be5cdcd685501a446a8f4ab93f7bc37064b9e047c61d,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A171,c45edd47cd83212d539d0d5e4cf5dfdeb9529632b22ac9c33076937fc5774c76,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A172,f8f653e3fae79453947c75971e5890b43a3cfc0377f9d1e8d21412c191402006,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A173,3499565ad3b5e594c66429ea904160f7815ec9dc0dba91be967252fdbaeb07b0,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A174,e71b8745e1d07f31b9ab610a4a15a530fd87af3db399b1ef4df3b55680552fd3,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A175,229e9b3df6f02774d598f803ab3cb8ddb0c64fa594f11809440bf9c34dea5134,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A176,9177b0e6f8b73ef4a372e9e1c7c6c3c5dc3ab54951f084a7a33a7bf5132cca4c,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A178,2651753bbd1841978dc7b5b34720bbb08d10e881da81b71b4a1e4cefe12f37e3,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A180,13eeb4e1da792c1f9714f01f326194caee836d70eb99958b651fdd52a2736be0,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A182,05fc1c2697aa50918975b23c5c94d5247052294e5b8a9fa1f6f7b5ee80374a27,False,True,REDACTED_SEALED_SET,True,False,external2698_model_selection;legacy3371_not_independent_training_asset
D13_A183,3cbb8dadb7ba9b14b0fdea5bc178f6c80d11195a3b377bcf06f65aa944bb1d4a,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A185,5282241b6c16cc8535a113bbf4cf8c3294d0aa69859589050357c40622026a89,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A186,5282241b6c16cc8535a113bbf4cf8c3294d0aa69859589050357c40622026a89,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A188,6d212a8854a7ca9189fabf047b6d204ec10508aaa5e8a33f4bed76bda261fd40,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A191,8865fb205d730eea2a4077f513907472f51708881c192c61b1c1d69673cf34d9,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A192,dd2bec8a72c6a163045899c46c4433255380b08c8005270ba513af5a224f2b28,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A193,683028a9b9d7d2cdaf3c048acc0be2e23fb4c4c0d8110cf0edf5baa878d24c44,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A194,d8962c277354447578cbcc42f5fd6557f8e136683f36974396807d673c4174fa,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A195,9ca836d139409d54071ab072c7c9d5eeb67c0eafd3ef5185bc0ecba6ae6a8e8b,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A196,7871263b6b167a95c3dee840faf23e96a8ed20e664db431a9f63711d9fdd3432,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A200,ec9c2e4a3dadc86eb71b2a49af279d7dd587b405fe63a65acd29852b56ce9711,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A201,cb159e6cb326d79089722c0dd9ed3fbb186b1dfe4b461055fd043cef3721f524,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A203,74ca2dda5c599b4d8440df55f34d8b0e73e76802f1775b566f11f09e9c7d762f,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A204,7c29e93d6e08f3133204c0e2c128555e58caeb784aa34f5557704c711c4d325f,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A211,1ff2e651f95e26d8bd91f3ac37ebee4597664f57d4ec6fab4277d895e26ee268,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A212,58ae40c07616a4863bbbfd0ce1751b32e5cafb187006f84adc08af4205ce47fc,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A214,5bbe2d05b51f837ddce81f1aab31effb7352cc8f36ea5fd846806910c1729596,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A219,6aa1bac0d3859aeb645a8c21085a61fe650966c29b7d0906bc57bfb7d847284c,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A227,84e8b78a6998d2af8dbb0357c880b6eba1157b22d9ef357ad6e42cb9f77d4a00,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A228,78c25cc54b05d2ee37da63d181b3fc6ba5cfd43cc8bc85873013b413eb42ddda,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A231,4def85c55387411aa09428d344b471655694d8443edf5816c05ca6b7680041dc,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A232,360d2f9c4d97f436d655f8a3957ebbe7c91da455d6d9f4992caba6daac1a7092,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A236,8c17b21de10f224109c2e075e4d8d29b354f6fc887c55f38de0442660f886e0c,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A243,c152c40ffb66b5b347a594648c77e359ae3138b183b32e30b4a14d2f78de2428,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A244,afc68982d63740dd81855f328fe2bbf585822d028aaf131717ce151fa0f96ca7,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A245,688f967d93a82330655f9336d7b5d43b146f1774b916deaff924622ac133fe01,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A246,39965b6e2eb402422794b532a78b864f2d27ab5d7a4ed1de8a9258fb28700a1f,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A248,b9ec2e1051efea9be14a523741a600c9fb391c076b94d9c3d073ca38ffeb052a,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A250,63525e0aecb53ac6600b108a7d3dd032d9fbc880289cdcc3cc22498240579cf1,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A251,e5e493b26a906e56aff236eccf3d677e3b34432d59301a7dd8a8c490e6eaa5d6,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A253,9207a19ab6d63f7f519c8dc89eae9dd77516f1c6677bf4a0124375a507da4900,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A256,daec9d8305cb1285f01c8f2d145908f2c8e0a8b3d59ab1c8dc50be90e034bbf7,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A257,b96d355fd4f318620a9ada1960b7b3b6188eddb380201d94a84eca1f33c017a5,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A258,bf2ccf93408b73b9c9e88da4578fc5b696daaf73a7fe2d6faca7db58ead31c35,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A259,71b1988c0922e1ace9086e3536aeeeebd0daa9adf67402cab7cddc6a47d6eeb5,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A260,8f4dde441764262bd9adb592919a4afc254b8c24c9a088aa8414fac902c6d210,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A263,33031e82aa7abe3b58eaa97336dc77078e9371c763372725ebe0e85505ade6c7,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A264,db0020709b271ea78baf88cb9df66b5b8287701f85cf21a1fcec5f3809092099,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A265,df7bfc745d0977e29976ef65b5b17ef5261b677b52db680fce49993deadc5fdf,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A266,5acc29dde2ce6eb60e14111ed35be1c4f732d423d079e7dcf0fba1da4613cbd3,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A267,3e1b554844cf58c43103838698cec9dea544f26a6df8fa6916babf25109192e3,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A268,c705fe940bcbfddf8bbba955c5c4519c96d03d30c18ecfd4214610017dbaeb6e,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A269,921e1c46f2aca1891ebcca593d10f31490ab9d0508b75ced53c91bd13bd1460f,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A270,31a17502521cfebd86e9e1e6ebe4e28d02ce9e8f2ee8596d91bdefe736a2ad82,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A271,048cb03e001730851d3cd95edeca3fad6663c269d43c12c6479aa34af71ffc86,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A272,7255096edeeeb87fb7e689f263d523fae6f5df8b55b11f8be8ac5429c763b8c3,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A274,1342c7929600660f72e7f5a3da0111e943f1b4733416f7db9eded7e352c1786e,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A275,a2a2575cf7257043b2676fe68b693932c5e223fd491e607e65acb3bc11822cf7,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A276,b0e3d4fa6325df4daa011a18caa99aa7391ba0d877b3544f7ed429038ad32424,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A277,1342c7929600660f72e7f5a3da0111e943f1b4733416f7db9eded7e352c1786e,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A279,a6dda13a8aa75a42fb3e8a7b5ee2ebf0169dceb92d6dfe57b8e2ab52d43af286,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A280,f98cf08ddebf22827e337854853ba5e8b2746ffc6460deb64b499f02b44df64c,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A281,fec83960c1df709f27e2a6c1a2ade9645409fa70159b61486cf69f2b4002ddcf,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A282,e5ce0c0011719ff6158690de55e5009eb2adcece2039e101552d2ee3bbe1a7e6,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A283,e27287629c9f55da5d89f23809b15151c7f8ed0bd91bda877f22e989a6d3f4e6,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A284,58c7e92cd4b342285499328cd76ee665af66034c36e61a045f25721e8930447d,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A285,78c71f8537f22854cb963356f29fd01ddc5433bc353d2faba756820f6db1ad67,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A286,db7baa5fd22e1eeab3ba77b3266e87632ef45a8f0fdff0e7728c25011c448fdf,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A288,8e7183ea7bb95b2bc954563798fc21f97237c956601c93da3ff8021efc71d956,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A291,ae3d5c1d3c6eb2460f8a3407cefa1528ccc470bbfc4bf1dcb0bd3b9837bc6c2b,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A292,b5e03af72479da61d200e90f0453e56357f01cd4a5bae04740e8ebc9beb5e552,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D13_A293,82842df525c76d2a10576b943df52bbd36696a283ff43037d0249d8f1336642c,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
